"BATTER_ID","PLAYER_NAME","GAME_YEAR","PITCH_TYPE_FB","PITCH_TYPE_BB","PITCH_TYPE_OS"
641487,"Crawford, J.P.",2024,0.5594,0.3063,0.1343
641584,"Fraley, Jake",2024,0.5594,0.3063,0.1343
641598,"Garver, Mitch",2024,0.5594,0.3063,0.1343
641680,"Heim, Jonah",2024,0.5594,0.3063,0.1343
641857,"McMahon, Ryan",2024,0.5594,0.3063,0.1343
641933,"O'Neill, Tyler",2024,0.5594,0.3063,0.1344
642086,"Smith, Dominic",2024,0.5594,0.3063,0.1344
642133,"Tellez, Rowdy",2024,0.5594,0.3063,0.1344
642350,"Siri, Jose",2024,0.5594,0.3062,0.1344
642708,"Rosario, Amed",2024,0.5594,0.3062,0.1344
642715,"Adames, Willy",2024,0.5594,0.3062,0.1344
642731,"Estrada, Thairo",2024,0.5594,0.3062,0.1344
643217,"Benintendi, Andrew",2024,0.5594,0.3062,0.1344
643289,"Dubón, Mauricio",2024,0.5594,0.3062,0.1344
643376,"Jansen, Danny",2024,0.5594,0.3062,0.1344
643396,"Kiner-Falefa, Isiah",2024,0.5594,0.3062,0.1344
643446,"McNeil, Jeff",2024,0.5594,0.3062,0.1344
643565,"Tauchman, Mike",2024,0.5594,0.3062,0.1345
645277,"Albies, Ozzie",2024,0.5593,0.3061,0.1346
645302,"Robles, Victor",2024,0.5593,0.3061,0.1346
646240,"Devers, Rafael",2024,0.5593,0.3061,0.1346
647304,"Naylor, Josh",2024,0.5593,0.306,0.1347
647351,"Toro, Abraham",2024,0.5593,0.306,0.1347
650333,"Arraez, Luis",2024,0.5592,0.3059,0.1349
650391,"Jiménez, Eloy",2024,0.5592,0.3059,0.1349
650402,"Torres, Gleyber",2024,0.5592,0.3059,0.1349
650489,"Castro, Willi",2024,0.5592,0.3059,0.1349
650490,"Díaz, Yandy",2024,0.5592,0.3059,0.1349
650559,"De La Cruz, Bryan",2024,0.5592,0.3059,0.1349
650859,"Rengifo, Luis",2024,0.5592,0.3059,0.1349
656305,"Chapman, Matt",2024,0.5591,0.3057,0.1353
656555,"Hoskins, Rhys",2024,0.5591,0.3057,0.1353
656582,"Joe, Connor",2024,0.5591,0.3057,0.1353
656716,"McKinstry, Zach",2024,0.5591,0.3057,0.1353
656775,"Mullins, Cedric",2024,0.5591,0.3057,0.1353
656811,"O'Hearn, Ryan",2024,0.5591,0.3057,0.1353
656896,"Rivera, Emmanuel",2024,0.5591,0.3057,0.1353
656941,"Schwarber, Kyle",2024,0.5591,0.3057,0.1353
657041,"Thomas, Lane",2024,0.5591,0.3057,0.1353
657077,"Verdugo, Alex",2024,0.5591,0.3056,0.1353
657136,"Wong, Connor",2024,0.5591,0.3056,0.1353
657557,"DeJong, Paul",2024,0.559,0.3056,0.1353
657656,"Laureano, Ramón",2024,0.559,0.3056,0.1353
657757,"Sheets, Gavin",2024,0.559,0.3056,0.1353
660271,"Ohtani, Shohei",2024,0.559,0.3055,0.1355
660644,"Bruján, Vidal",2024,0.559,0.3055,0.1355
660688,"Ruiz, Keibert",2024,0.559,0.3055,0.1355
660821,"Sánchez, Jesús",2024,0.559,0.3055,0.1355
661388,"Contreras, William",2024,0.559,0.3055,0.1356
662139,"Varsho, Daulton",2024,0.5589,0.3054,0.1356
663368,"Perkins, Blake",2024,0.5589,0.3054,0.1357
663457,"Nootbaar, Lars",2024,0.5589,0.3054,0.1357
663527,"Nevin, Tyler",2024,0.5589,0.3054,0.1357
663538,"Hoerner, Nico",2024,0.5589,0.3054,0.1357
663586,"Riley, Austin",2024,0.5589,0.3054,0.1357
663616,"Larnach, Trevor",2024,0.5589,0.3054,0.1357
663624,"Mountcastle, Ryan",2024,0.5589,0.3054,0.1357
663647,"Hayes, Ke'Bryan",2024,0.5589,0.3054,0.1357
663656,"Tucker, Kyle",2024,0.5589,0.3054,0.1357
663697,"India, Jonathan",2024,0.5589,0.3054,0.1357
663698,"Bart, Joey",2024,0.5589,0.3054,0.1357
663728,"Raleigh, Cal",2024,0.5589,0.3054,0.1357
663743,"Fortes, Nick",2024,0.5589,0.3054,0.1357
663837,"Vierling, Matt",2024,0.5589,0.3054,0.1357
663886,"Stephenson, Tyler",2024,0.5589,0.3054,0.1357
663898,"Rodgers, Brendan",2024,0.5589,0.3054,0.1357
663993,"Lowe, Nathaniel",2024,0.5589,0.3054,0.1357
664023,"Happ, Ian",2024,0.5589,0.3054,0.1357
664034,"France, Ty",2024,0.5589,0.3054,0.1357
664040,"Lowe, Brandon",2024,0.5589,0.3054,0.1357
664056,"Bader, Harrison",2024,0.5589,0.3054,0.1357
664238,"Moore, Dylan",2024,0.5589,0.3054,0.1357
664728,"Isbel, Kyle",2024,0.5589,0.3053,0.1358
664761,"Bohm, Alec",2024,0.5589,0.3053,0.1358
664774,"Wade Jr., LaMonte",2024,0.5589,0.3053,0.1358
664913,"Brown, Seth",2024,0.5589,0.3053,0.1358
664983,"McCarthy, Jake",2024,0.5589,0.3053,0.1358
665161,"Peña, Jeremy",2024,0.5589,0.3053,0.1358
665487,"Tatis Jr., Fernando",2024,0.5589,0.3053,0.1358
665489,"Guerrero Jr., Vladimir",2024,0.5589,0.3053,0.1358
665742,"Soto, Juan",2024,0.5589,0.3053,0.1358
665750,"Taveras, Leody",2024,0.5589,0.3053,0.1358
665804,"Amaya, Miguel",2024,0.5589,0.3053,0.1358
665828,"Cabrera, Oswaldo",2024,0.5589,0.3053,0.1358
665833,"Cruz, Oneil",2024,0.5589,0.3053,0.1358
665862,"Chisholm Jr., Jazz",2024,0.5589,0.3053,0.1358
665926,"Giménez, Andrés",2024,0.5589,0.3053,0.1359
666023,"Fermin, Freddy",2024,0.5589,0.3053,0.1359
666134,"Jones, Nolan",2024,0.5589,0.3053,0.1359
666139,"Lowe, Josh",2024,0.5589,0.3053,0.1359
666149,"Fitzgerald, Tyler",2024,0.5588,0.3053,0.1359
666152,"Hamilton, David",2024,0.5588,0.3053,0.1359
666158,"Lux, Gavin",2024,0.5588,0.3053,0.1359
666160,"Moniak, Mickey",2024,0.5588,0.3053,0.1359
666163,"Rortvedt, Ben",2024,0.5588,0.3053,0.1359
666176,"Adell, Jo",2024,0.5588,0.3053,0.1359
666181,"Benson, Will",2024,0.5588,0.3053,0.1359
666182,"Bichette, Bo",2024,0.5588,0.3053,0.1359
666185,"Carlson, Dylan",2024,0.5588,0.3053,0.1359
666310,"Naylor, Bo",2024,0.5588,0.3053,0.1359
666397,"Julien, Edouard",2024,0.5588,0.3053,0.1359
666624,"Morel, Christopher",2024,0.5588,0.3053,0.1359
666969,"García, Adolis",2024,0.5588,0.3053,0.1359
666971,"Gurriel Jr., Lourdes",2024,0.5588,0.3053,0.1359
667670,"Rooker, Brent",2024,0.5588,0.3052,0.136
668227,"Arozarena, Randy",2024,0.5588,0.3052,0.136
668670,"Rogers, Jake",2024,0.5588,0.3052,0.136
668709,"Bleday, JJ",2024,0.5588,0.3052,0.136
668715,"Steer, Spencer",2024,0.5588,0.3052,0.136
668804,"Reynolds, Bryan",2024,0.5588,0.3052,0.136
668901,"Vientos, Mark",2024,0.5588,0.3052,0.136
668904,"Lewis, Royce",2024,0.5588,0.3052,0.136
668930,"Turang, Brice",2024,0.5588,0.3052,0.136
668939,"Rutschman, Adley",2024,0.5588,0.3052,0.136
668942,"Rojas, Josh",2024,0.5588,0.3052,0.136
669004,"Melendez, MJ",2024,0.5588,0.3052,0.136
669016,"Marsh, Brandon",2024,0.5588,0.3052,0.136
669127,"Langeliers, Shea",2024,0.5588,0.3052,0.1361
669134,"Campusano, Luis",2024,0.5588,0.3052,0.1361
669221,"Murphy, Sean",2024,0.5588,0.3052,0.1361
669222,"Senzel, Nick",2024,0.5588,0.3052,0.1361
669224,"Wells, Austin",2024,0.5588,0.3052,0.1361
669257,"Smith, Will",2024,0.5588,0.3052,0.1361
669261,"Suwinski, Jack",2024,0.5588,0.3052,0.1361
669289,"Espinal, Santiago",2024,0.5588,0.3052,0.1361
669304,"Miranda, Jose",2024,0.5588,0.3052,0.1361
669357,"Gorman, Nolan",2024,0.5588,0.3052,0.1361
669364,"Edwards, Xavier",2024,0.5588,0.3052,0.1361
669394,"Burger, Jake",2024,0.5588,0.3052,0.1361
669701,"Smith, Josh",2024,0.5588,0.3051,0.1361
669707,"Triolo, Jared",2024,0.5588,0.3051,0.1361
669911,"Toglia, Michael",2024,0.5588,0.3051,0.1361
670032,"Lopez, Nicky",2024,0.5588,0.3051,0.1361
670042,"Raley, Luke",2024,0.5588,0.3051,0.1361
670242,"Wallner, Matt",2024,0.5588,0.3051,0.1361
670541,"Alvarez, Yordan",2024,0.5588,0.3051,0.1361
670623,"Paredes, Isaac",2024,0.5587,0.3051,0.1361
670764,"Walls, Taylor",2024,0.5587,0.3051,0.1362
670770,"Friedl, TJ",2024,0.5587,0.3051,0.1362
671056,"Herrera, Iván",2024,0.5587,0.3051,0.1362
671218,"Ramos, Heliot",2024,0.5587,0.3051,0.1362
671277,"García Jr., Luis",2024,0.5587,0.3051,0.1362
671289,"Freeman, Tyler",2024,0.5587,0.3051,0.1362
671732,"Butler, Lawrence",2024,0.5587,0.3051,0.1362
671739,"Harris II, Michael",2024,0.5587,0.3051,0.1362
672275,"Bailey, Patrick",2024,0.5587,0.305,0.1363
672279,"Siani, Michael",2024,0.5587,0.305,0.1363
672284,"Kelenic, Jarred",2024,0.5587,0.305,0.1363
672386,"Kirk, Alejandro",2024,0.5587,0.305,0.1363
672515,"Moreno, Gabriel",2024,0.5587,0.305,0.1363
672580,"Garcia, Maikel",2024,0.5587,0.305,0.1363
672640,"Lopez, Otto",2024,0.5587,0.305,0.1363
672695,"Perdomo, Geraldo",2024,0.5587,0.305,0.1363
672820,"Sosa, Lenyn",2024,0.5587,0.305,0.1363
673237,"Diaz, Yainer",2024,0.5587,0.305,0.1363
673357,"Robert Jr., Luis",2024,0.5587,0.305,0.1363
673490,"Kim, Ha-Seong",2024,0.5587,0.305,0.1363
673548,"Suzuki, Seiya",2024,0.5587,0.305,0.1363
676059,"Westburg, Jordan",2024,0.5586,0.3049,0.1365
676356,"DeLuca, Jonny",2024,0.5586,0.3049,0.1365
676391,"Clement, Ernie",2024,0.5586,0.3049,0.1365
676475,"Burleson, Alec",2024,0.5586,0.3049,0.1365
676609,"Caballero, José",2024,0.5586,0.3049,0.1365
676694,"Meyers, Jake",2024,0.5586,0.3049,0.1365
676801,"McCormick, Chas",2024,0.5586,0.3049,0.1365
676914,"Schneider, Davis",2024,0.5586,0.3048,0.1365
677587,"Rocchio, Brayan",2024,0.5586,0.3048,0.1366
677594,"Rodríguez, Julio",2024,0.5586,0.3048,0.1366
677649,"Duran, Ezequiel",2024,0.5586,0.3048,0.1366
677800,"Abreu, Wilyer",2024,0.5586,0.3048,0.1366
677951,"Witt Jr., Bobby",2024,0.5586,0.3048,0.1366
678009,"Meadows, Parker",2024,0.5586,0.3048,0.1366
678246,"Vargas, Miguel",2024,0.5586,0.3048,0.1366
678662,"Tovar, Ezequiel",2024,0.5586,0.3048,0.1367
678882,"Rafaela, Ceddanne",2024,0.5586,0.3048,0.1367
679032,"Rojas, Johan",2024,0.5586,0.3048,0.1367
679529,"Torkelson, Spencer",2024,0.5585,0.3047,0.1367
680700,"Palacios, Richie",2024,0.5585,0.3047,0.1368
680757,"Kwan, Steven",2024,0.5585,0.3047,0.1368
680776,"Duran, Jarren",2024,0.5585,0.3047,0.1368
680777,"Jeffers, Ryan",2024,0.5585,0.3047,0.1368
680869,"Gelof, Zack",2024,0.5585,0.3047,0.1368
680977,"Donovan, Brendan",2024,0.5585,0.3047,0.1368
681082,"Stott, Bryson",2024,0.5585,0.3047,0.1368
681146,"Bride, Jonah",2024,0.5585,0.3047,0.1368
681297,"Cowser, Colton",2024,0.5585,0.3047,0.1368
681351,"O'Hoppe, Logan",2024,0.5585,0.3047,0.1368
681481,"Carpenter, Kerry",2024,0.5585,0.3047,0.1368
681807,"Fry, David",2024,0.5585,0.3047,0.1369
682626,"Alvarez, Francisco",2024,0.5585,0.3046,0.1369
682829,"De La Cruz, Elly",2024,0.5585,0.3046,0.1369
682928,"Abrams, CJ",2024,0.5585,0.3046,0.1369
682985,"Greene, Riley",2024,0.5585,0.3046,0.1369
682998,"Carroll, Corbin",2024,0.5585,0.3046,0.1369
683002,"Henderson, Gunnar",2024,0.5585,0.3046,0.1369
683011,"Volpe, Anthony",2024,0.5585,0.3046,0.1369
683734,"Vaughn, Andrew",2024,0.5585,0.3046,0.137
683737,"Busch, Michael",2024,0.5585,0.3046,0.137
686217,"Frelick, Sal",2024,0.5584,0.3045,0.1371
686469,"Pasquantino, Vinnie",2024,0.5584,0.3045,0.1371
686668,"Doyle, Brenton",2024,0.5584,0.3045,0.1372
686676,"Lee, Korey",2024,0.5584,0.3045,0.1372
686681,"Massey, Michael",2024,0.5584,0.3045,0.1372
686823,"Brennan, Will",2024,0.5584,0.3044,0.1372
687263,"Neto, Zach",2024,0.5584,0.3044,0.1372
687401,"Ortiz, Joey",2024,0.5584,0.3044,0.1372
687462,"Horwitz, Spencer",2024,0.5584,0.3044,0.1372
691026,"Winn, Masyn",2024,0.5583,0.3043,0.1374
691718,"Crow-Armstrong, Pete",2024,0.5583,0.3043,0.1375
693304,"Gonzales, Nick",2024,0.5582,0.3042,0.1376
694384,"Schanuel, Nolan",2024,0.5582,0.3041,0.1376
696285,"Young, Jacob",2024,0.5582,0.3041,0.1378
807799,"Yoshida, Masataka",2024,0.5555,0.2995,0.145
